idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp;no_voie;type_voie;voie;commune
000001;11/03/2025;990000.00;Appartement;105;93700;5;42;RUE;GASSET;DRANCY
000001;12/03/2025;110000.00;Appartement;30;93350;1;8;RUE;DE LA REPUBLIQUE;LE BOURGET
000001;13/03/2025;1157950.00;Appartement;140;93100;5;50;RUE;DE LAGNY;MONTREUIL
000001;04/03/2025;190000.00;Appartement;34;93400;2;20;RUE;ALEXANDRE DUMAS;SAINT-OUEN-SUR-SEINE
000001;07/03/2025;143000.00;Appartement;64;93700;4;27;RUE;RIBOT;DRANCY
000001;27/02/2025;240000.00;Appartement;31;93200;1;6;RUE;GIBAULT;SAINT-DENIS
000001;27/02/2025;240000.00;Appartement;21;93200;1;6;RUE;GIBAULT;SAINT-DENIS
000001;14/03/2025;217500.00;Appartement;55;93440;2;2;ALL;CAROLINE AIGLE;DUGNY
000001;04/03/2025;197000.00;Appartement;83;93200;4;18;ALL;DES MYOSOTIS;SAINT-DENIS
000001;05/03/2025;140000.00;Appartement;44;93300;3;50;RUE;DU LANDY;AUBERVILLIERS
000001;18/03/2025;317000.00;Appartement;52;93500;2;31;QUAI;DE L OURCQ;PANTIN
000001;20/02/2025;162536.80;Appartement;59;93400;3;24;AV;FRAYCE;SAINT-OUEN-SUR-SEINE
000001;18/03/2025;226000.00;Appartement;43;93130;2;65;BD;DE LA BOISSIERE;NOISY-LE-SEC
000001;14/03/2025;160000.00;Appartement;63;93130;4;41;BD;DE LA REPUBLIQUE;NOISY-LE-SEC
000001;05/03/2025;199900.00;Appartement;39;93200;2;17;BD;MARCEL SEMBAT;SAINT-DENIS
000001;14/03/2025;225000.00;Appartement;41;93600;2;41;RTE;DE BONDY;AULNAY SOUS BOIS
000001;14/03/2025;280000.00;Maison;56;93600;3;41;CHE;DE BLANC MESNIL;AULNAY SOUS BOIS
000001;10/03/2025;320000.00;Appartement;48;93500;3;1;RUE;MONTGOLFIER;PANTIN
000001;13/03/2025;343000.00;Maison;70;93220;5;4;AV;ROGER ALBOY;GAGNY
000001;10/03/2025;60000.00;Appartement;31;93200;2;16;RUE;DE LA CHARRONNERIE;SAINT-DENIS
000001;04/03/2025;435000.00;Appartement;69;93400;3;89;AV;MICHELET;SAINT-OUEN-SUR-SEINE
000001;04/03/2025;250000.00;Appartement;46;93160;2;62;RUE;DE VERDUN;NOISY-LE-GRAND
000001;11/03/2025;148000.00;Appartement;44;93700;2;28;AV;JEAN JAURES;DRANCY
000001;07/03/2025;3300000.00;Appartement;106;93200;5;24;BD;CARNOT;SAINT-DENIS
000001;07/03/2025;3300000.00;Appartement;106;93200;5;24;BD;CARNOT;SAINT-DENIS
000001;17/03/2025;280000.00;Appartement;50;93100;3;56;RUE;ALEXIS LEPERE;MONTREUIL
000001;17/03/2025;810000.00;Maison;190;93340;7;11;ALL;DE CHELLES;LE RAINCY
000001;13/03/2025;362000.00;Maison;75;93110;3;60;RUE;PIERRE BROSSOLETTE;ROSNY-SOUS-BOIS
000001;27/02/2025;235000.00;Appartement;35;93100;2;68;AV;PASTEUR;MONTREUIL
000001;03/03/2025;204000.00;Maison;46;93150;2;38;AV;GARROS;LE BLANC-MESNIL
000001;17/03/2025;125000.00;Appartement;26;93170;1;8;RUE;AUGUSTE BLANQUI;BAGNOLET
000001;28/02/2025;372000.00;Appartement;91;93160;4;5;PL;DU CAPRICE;NOISY-LE-GRAND
000001;11/03/2025;257000.00;Appartement;65;93440;3;4;RUE;LUZERNIERE;DUGNY
000002;17/03/2025;145000.00;Appartement;80;93270;4;45;AV;BERLIOZ;SEVRAN
000001;04/03/2025;290000.00;Maison;57;93240;3;63;RUE;EUGENE CAS;STAINS
000001;17/03/2025;160000.00;Appartement;64;93130;3;3;RUE;DE NEUILLY;NOISY-LE-SEC
000001;11/03/2025;116000.00;Appartement;47;93320;2;37;ALL;DANTON;LES PAVILLONS-SOUS-BOIS
000001;18/03/2025;38000.00;Appartement;25;93320;1;31;AV;VICTOR HUGO;LES PAVILLONS-SOUS-BOIS
000001;18/03/2025;207000.00;Maison;55;93250;3;6;AV;OUTREBON;VILLEMOMBLE
000001;13/03/2025;337000.00;Appartement;44;93100;2;63;RUE;BEAUMARCHAIS;MONTREUIL
000001;17/03/2025;277000.00;Appartement;63;93360;3;5;RUE;DES CAHOUETTES;NEUILLY-PLAISANCE
000001;10/03/2025;247630.00;Appartement;35;93260;1;50;BD;DE LA LIBERTE;LES LILAS
000001;17/03/2025;676700.00;Appartement;110;93400;5;3;RUE;BLANQUI;SAINT-OUEN-SUR-SEINE
000001;06/03/2025;155000.00;Appartement;23;93310;1;30;RUE;LOUIS BLANC;LE PRE-SAINT-GERVAIS
000001;18/03/2025;305000.00;Maison;72;93250;3;29;AV;EDMOND HURTRET;VILLEMOMBLE
000001;07/03/2025;173000.00;Appartement;76;93270;3;8;ALL;ANDRE BRETON;SEVRAN
000001;07/03/2025;370000.00;Maison;99;93150;5;4;RUE;DES COCCINELLES;LE BLANC-MESNIL
000001;14/03/2025;125000.00;Appartement;30;93350;2;18;AV;DE LA DIVISION LECLERC;LE BOURGET
000001;28/02/2025;52000.00;Maison;43;93700;3;30;RUE;HOCHE;DRANCY
000001;06/03/2025;207000.00;Appartement;50;93300;3;36;RUE;GUYARD DELALAIN;AUBERVILLIERS
000001;08/03/2025;315000.00;Maison;133;93140;5;43;RUE;FONTAINE;BONDY
000001;18/03/2025;190000.00;Appartement;50;93360;2;21;RUE;DU HUIT MAI 1945;NEUILLY-PLAISANCE
000001;14/03/2025;243000.00;Appartement;47;93200;2;15;RUE;DU DOCTEUR FINOT;SAINT-DENIS
000001;07/03/2025;179200.00;Appartement;36;93300;2;53;RUE;JACQUES SALVATOR;AUBERVILLIERS
000001;17/03/2025;230000.00;Maison;80;93600;5;19;RUE;DU MOULIN A VENT;AULNAY SOUS BOIS
000001;18/03/2025;300000.00;Maison;100;93000;5;34;RUE;JULES VALLES;BOBIGNY
000001;07/03/2025;238000.00;Appartement;94;93340;5;27;BD;DE L EST;LE RAINCY
000001;24/02/2025;56000.00;Appartement;60;93200;4;73;RUE;DE STRASBOURG;SAINT-DENIS
000001;05/03/2025;125000.00;Appartement;35;93200;2;3;RUE;OLYMPE DE GOUGES;SAINT-DENIS
000001;20/03/2025;153000.00;Appartement;19;93400;1;15;RUE;PALOUZIE;SAINT-OUEN-SUR-SEINE
000001;24/02/2025;106977.60;Appartement;53;93200;3;9001;AV;DE SAINT REMY;SAINT-DENIS
000001;28/02/2025;230000.00;Maison;60;93600;4;11;RUE;DE SAUMUR;AULNAY SOUS BOIS
000001;10/03/2025;481000.00;Appartement;81;93100;4;7;RUE;HOCHE;MONTREUIL
000001;10/03/2025;345000.00;Appartement;79;93340;3;55;BD;DU MIDI;LE RAINCY
000001;11/03/2025;147000.00;Appartement;42;93340;3;32;ALL;GAMBETTA;LE RAINCY
000001;03/03/2025;115000.00;Appartement;34;93240;1;129;AV;DE STALINGRAD;STAINS
000001;10/03/2025;194000.00;Appartement;61;93140;3;3;RUE;ROGER SALENGRO;BONDY
000001;07/03/2025;75000.00;Appartement;26;93210;2;7;IMP;TREZEL;SAINT-DENIS
000001;04/03/2025;470000.00;Appartement;90;93340;4;105;AV;DE LA RESISTANCE;LE RAINCY
000001;11/03/2025;181000.00;Appartement;54;93330;2;6;AV;LEON BLUM;NEUILLY-SUR-MARNE
000001;07/03/2025;135000.00;Appartement;33;93320;1;6;ALL;ARTHUR GUERIN;LES PAVILLONS-SOUS-BOIS
000001;17/03/2025;197000.00;Maison;51;93110;3;35;RUE;DE LA COTE DES CHENES;ROSNY-SOUS-BOIS
000001;21/02/2025;85000.00;Appartement;46;93220;2;1;PL;DE L DE TASSIGNY;GAGNY
000001;04/03/2025;340000.00;Appartement;54;93100;3;52;RUE;DU CAPITAINE DREYFUS;MONTREUIL
000001;14/03/2025;260000.00;Maison;76;93360;3;30;RUE;EDGAR QUINET;NEUILLY-PLAISANCE
000001;25/02/2025;477550.00;Appartement;68;93400;3;2;RUE;BLANQUI;SAINT-OUEN-SUR-SEINE
000001;03/03/2025;705000.00;Appartement;90;93500;4;7;MAIL;HELENE BRION;PANTIN
000001;14/03/2025;140700.00;Appartement;46;93330;2;91;AV;DE VERDUN;NEUILLY-SUR-MARNE
000001;05/03/2025;137000.00;Appartement;57;93140;3;7;ALL;DES SYCOMORES;BONDY
000001;12/03/2025;260000.00;Appartement;42;93300;2;46;RUE;DU GOULET;AUBERVILLIERS
000001;11/03/2025;152000.00;Appartement;38;93300;2;1;MAIL;BENOIT FRACHON;AUBERVILLIERS
000001;05/03/2025;530000.00;Maison;69;93160;3;36;RUE;CHAPPE;NOISY-LE-GRAND
000001;18/03/2025;290000.00;Maison;74;93220;3;109;AV;RENE FAUGERAS;GAGNY
000001;26/02/2025;421900.00;Appartement;83;93160;4;62;RUE;DU DOC JEAN VAQUIER;NOISY-LE-GRAND
000001;07/03/2025;162000.00;Appartement;74;93800;4;27;AV;DE LA REPUBLIQUE;EPINAY SUR SEINE
000001;19/03/2025;322000.00;Maison;66;93600;4;142;AV;DE NONNEVILLE;AULNAY SOUS BOIS
000001;11/03/2025;220000.00;Maison;57;93270;4;22;RUE;JEAN HEMMEN;SEVRAN
000001;14/03/2025;529880.00;Appartement;75;93100;4;13;RUE;DE VALMY;MONTREUIL
000001;19/03/2025;478000.00;Maison;108;93500;3;41;RUE;DE CANDALE PROLONGEE;PANTIN
000001;17/03/2025;2650000.00;Maison;43;93200;3;228;RUE;DU LANDY;SAINT-DENIS
000001;06/03/2025;131000.00;Appartement;56;93320;2;86;ALL;ROBILLARD;LES PAVILLONS-SOUS-BOIS
000001;17/03/2025;1345900.00;Maison;160;93400;5;35;RUE;AMILCAR CIPRIANI;SAINT-OUEN-SUR-SEINE
000001;13/03/2025;195000.00;Appartement;39;93360;2;37;AV;JEAN JAURES;NEUILLY-PLAISANCE
000001;06/03/2025;232000.00;Maison;80;93290;3;39;AV;ROGER SALENGRO;TREMBLAY-EN-FRANCE
000001;06/03/2025;126000.00;Appartement;35;93140;1;28;RUE;ETIENNE DOLET;BONDY
000001;11/03/2025;280000.00;Appartement;41;93170;2;22;RUE;DES PERNELLES;BAGNOLET
000001;17/03/2025;63964.00;Appartement;17;93400;1;50;RUE;EUGENE LUMEAU;SAINT-OUEN-SUR-SEINE
000001;07/03/2025;206000.00;Appartement;40;93300;2;81;RUE;JACQUES SALVATOR;AUBERVILLIERS
000001;25/02/2025;248000.00;Appartement;89;93160;5;20;AV;DU PAVE NEUF;NOISY-LE-GRAND
000001;20/03/2025;202500.00;Appartement;17;93310;1;25;AV;FRANCISCO FERRER;LE PRE-SAINT-GERVAIS
000001;19/03/2025;450000.00;Maison;123;93700;4;44;RUE;BRANLY;DRANCY
000001;26/02/2025;242000.00;Appartement;62;93460;3;64;AV;DES PRINCES;GOURNAY SUR MARNE
000001;06/03/2025;145000.00;Appartement;27;93300;1;71;AV;DE LA REPUBLIQUE;AUBERVILLIERS
000001;06/03/2025;196000.00;Appartement;81;93300;4;133;RUE;DANIELLE CASANOVA;AUBERVILLIERS
000001;13/03/2025;310000.00;Maison;110;93700;5;11;RUE;THERESE;DRANCY
000001;10/03/2025;90000.00;Appartement;44;93140;2;44;AV;CARNOT;BONDY
000001;27/02/2025;110000.00;Appartement;38;93800;1;17;RUE;D ORMESSON;EPINAY SUR SEINE
000001;07/03/2025;229000.00;Appartement;72;93130;3;55;RUE;LEO LAGRANGE;NOISY-LE-SEC
000001;10/03/2025;430000.00;Appartement;56;93500;3;50;RUE;VICTOR HUGO;PANTIN
000001;20/03/2025;269000.00;Appartement;84;93000;4;19;AV;KARL MARX;BOBIGNY
000001;21/02/2025;308820.00;Maison;64;93160;4;63;AV;DES CHATAIGNIERS;NOISY-LE-GRAND
000001;14/03/2025;240000.00;Appartement;40;93230;2;2;RUE;FLOREAL;ROMAINVILLE
000001;20/03/2025;249035.00;Appartement;61;93340;3;73;BD;DU MIDI;LE RAINCY
000001;07/03/2025;271000.00;Maison;90;93290;4;44;RUE;DE LILLE;TREMBLAY-EN-FRANCE
000001;12/03/2025;215000.00;Appartement;40;93160;2;45;RUE;DU DOC JEAN VAQUIER;NOISY-LE-GRAND
000001;20/03/2025;123000.00;Appartement;39;93150;2;53;AV;HENRI BARBUSSE;LE BLANC-MESNIL
000001;07/03/2025;345350.00;Maison;96;93190;4;89;AV;MAUROUARD;LIVRY-GARGAN
000001;10/03/2025;263453.00;Appartement;43;93260;2;9;RUE;DE LA CONVENTION;LES LILAS
000001;07/03/2025;35937.50;Maison;29;93230;2;15;BD;EMILE GENEVOIX;ROMAINVILLE
000001;17/03/2025;220000.00;Maison;45;93320;2;6;ALL;ETIENNE DOLET;LES PAVILLONS-SOUS-BOIS
000001;11/03/2025;220000.00;Maison;74;93220;4;20;AV;ROGER ALBOY;GAGNY
000001;20/03/2025;180000.00;Appartement;35;93160;2;8;RUE;DU MARNOIS;NOISY-LE-GRAND
000001;13/03/2025;290000.00;Appartement;59;93340;3;9;AV;DE LA RESISTANCE;LE RAINCY
000001;19/03/2025;425000.00;Appartement;59;93500;3;23;RUE;BOIELDIEU;PANTIN
000001;14/03/2025;290000.00;Maison;23;93190;1;27;AV;VAUBAN;LIVRY-GARGAN
000001;14/03/2025;290000.00;Maison;97;93190;5;27;AV;VAUBAN;LIVRY-GARGAN
000001;13/03/2025;92500.00;Appartement;23;93380;1;190;AV;ELISEE RECLUS;SAINT-DENIS
000001;14/03/2025;602000.00;Appartement;76;93500;4;5;MAIL;CLAUDE BERRI;PANTIN
000001;14/03/2025;170000.00;Appartement;61;93800;3;17;RUE;D ORMESSON;EPINAY SUR SEINE
000001;12/03/2025;278400.00;Maison;40;93100;2;53;RUE;DE LA DEMI LUNE;MONTREUIL
000001;17/03/2025;223000.00;Appartement;42;93210;2;193;AV;DU PDT WILSON;SAINT-DENIS
000001;28/02/2025;170500.00;Appartement;64;93190;3;3;SQ;JACQUES BREL;LIVRY-GARGAN
000001;05/03/2025;246000.00;Appartement;34;93100;2;25;RUE;DES DEUX COMMUNES;MONTREUIL
000001;26/02/2025;138000.00;Appartement;58;93380;3;4;RUE;PAUL LAFARGUE PIERREFITTE;SAINT-DENIS
000001;06/03/2025;202500.00;Appartement;83;93500;4;8;AV;ANATOLE FRANCE;PANTIN
000001;07/03/2025;215000.00;Appartement;77;93320;3;134;AV;PRESIDENT WILSON;LES PAVILLONS-SOUS-BOIS
000001;20/03/2025;160000.00;Appartement;45;93150;3;1;AV;DESCARTES;LE BLANC-MESNIL
000001;17/03/2025;286100.00;Appartement;88;93440;4;4;RUE;EVA CHASTAGNOL;DUGNY
000001;07/03/2025;325000.00;Appartement;46;93500;2;141;AV;JEAN LOLIVE;PANTIN
000001;21/03/2025;130000.00;Appartement;27;93380;2;209;AV;ELISEE RECLUS;SAINT-DENIS
000001;11/03/2025;275000.00;Maison;61;93290;4;77;RUE;DE BEARN;TREMBLAY-EN-FRANCE
000001;07/03/2025;106000.00;Appartement;48;93390;3;2;ALL;DES HOUX;CLICHY SOUS BOIS
000001;07/03/2025;321505.00;Appartement;43;93400;2;39;RUE;DES POISSONNIERS;SAINT-OUEN-SUR-SEINE
000001;14/03/2025;140000.00;Appartement;37;93100;2;152;RUE;BABEUF;MONTREUIL
000001;13/03/2025;350000.00;Maison;110;93100;4;8;RUE;DU COLONEL DELORME;MONTREUIL
000001;18/03/2025;159000.00;Appartement;18;93200;2;40;RUE;GABRIEL PERI;SAINT-DENIS
000001;12/03/2025;183000.00;Appartement;71;93800;4;2;ALL;RUDE;EPINAY SUR SEINE
000001;21/03/2025;505000.00;Maison;73;93170;5;27;RUE;DES BLANCS CHAMPS;BAGNOLET
000001;11/03/2025;439000.00;Appartement;62;93100;3;20;RUE;DU SERGENT GODEFROY;MONTREUIL
000001;03/03/2025;130000.00;Appartement;23;93220;1;17;AV;SAINTE FOY;GAGNY
000001;17/03/2025;583000.00;Appartement;86;93500;4;4;RUE;DU GENERAL COMPANS;PANTIN
000001;14/03/2025;400000.00;Appartement;66;93310;3;11;AV;FAIDHERBE;LE PRE-SAINT-GERVAIS
000001;17/03/2025;139000.00;Appartement;37;93200;3;35;BD;MARCEL SEMBAT;SAINT-DENIS
000001;14/03/2025;270000.00;Maison;114;93190;6;27;AV;VAUBAN;LIVRY-GARGAN
000001;07/03/2025;235000.00;Appartement;101;93160;5;17;ALL;DE LA NOISERAIE;NOISY-LE-GRAND
000001;21/03/2025;248000.00;Appartement;58;93110;3;186;BD;GABRIEL PERI;ROSNY-SOUS-BOIS
000001;10/03/2025;361000.00;Appartement;58;93400;3;20;RUE;EUGENE LUMEAU;SAINT-OUEN-SUR-SEINE
000001;24/03/2025;355000.00;Maison;88;93250;4;19;RUE;DES CERISIERS;VILLEMOMBLE
000001;20/03/2025;172000.00;Appartement;65;93800;3;40;RUE;SAINT MARC;EPINAY SUR SEINE
000001;25/02/2025;330000.00;Maison;128;93120;5;12;RUE;DU PRESIDENT WILSON;LA COURNEUVE
000001;14/03/2025;265000.00;Maison;72;93700;4;42;RUE;FERNAND PENA;DRANCY
000001;21/03/2025;413000.00;Maison;77;93600;4;62;AV;DU RAINCY;AULNAY SOUS BOIS
000001;20/03/2025;295000.00;Maison;160;93140;6;10;AV;DE LA VILLEGIATURE;BONDY
000001;13/03/2025;360000.00;Appartement;50;93500;3;23;RUE;HOCHE;PANTIN
000001;13/03/2025;567000.00;Appartement;82;93400;3;28;RUE;KLEBER;SAINT-OUEN-SUR-SEINE
000001;14/03/2025;120000.00;Appartement;63;93000;4;25;RUE;BOURGOGNE;BOBIGNY
000001;05/03/2025;147230.00;Appartement;29;93160;1;2;ALL;DES NOROTTES;NOISY-LE-GRAND
000001;27/02/2025;145000.00;Appartement;69;93240;4;131;BD;MAXIME GORKI;STAINS
000001;27/02/2025;360000.00;Maison;75;93160;3;13;RUE;MARTHE;NOISY-LE-GRAND
000001;27/02/2025;295000.00;Maison;83;93160;5;7;AV;DE LA CONCORDE;NOISY-LE-GRAND
000001;27/02/2025;230000.00;Appartement;52;93170;2;18;RUE;PAUL BERT;BAGNOLET
000001;21/03/2025;215000.00;Appartement;68;93110;3;4;ALL;DES SOPHORAS;ROSNY-SOUS-BOIS
000001;18/03/2025;205000.00;Appartement;66;93110;3;1;ALL;AMBROISE THOMAS;ROSNY-SOUS-BOIS
000001;17/03/2025;120000.00;Appartement;31;93400;2;30;RUE;MATHIEU;SAINT-OUEN-SUR-SEINE
000001;03/03/2025;890000.00;Maison;92;93500;4;42;RUE;KLEBER;PANTIN
000001;03/03/2025;890000.00;Maison;29;93500;2;42;RUE;KLEBER;PANTIN
000001;17/03/2025;377000.00;Appartement;71;93100;3;33;RUE;FERNAND COMBETTE;MONTREUIL
000001;17/03/2025;200000.00;Maison;64;93380;3;65;RUE;MAURICE DAVID;SAINT-DENIS
000001;26/02/2025;211000.00;Appartement;49;93300;2;36;BD;ANATOLE FRANCE;AUBERVILLIERS
000001;04/03/2025;435000.00;Maison;222;93140;8;38;RUE;PAUL VAILLANT COUTURIER;BONDY
000001;26/02/2025;243800.00;Appartement;30;93400;2;51;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;19/03/2025;169000.00;Appartement;52;93360;2;39;AV;DU NORD;NEUILLY-PLAISANCE
000001;05/03/2025;678000.00;Appartement;94;93400;4;42;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;18/03/2025;686000.00;Maison;97;93100;5;50;RUE;ANNE FRANK;MONTREUIL
000001;06/03/2025;268000.00;Maison;25;93370;2;44;AV;DES PIVOINES;MONTFERMEIL
000001;10/03/2025;276000.00;Maison;75;93470;4;7;AV;AMPERE;COUBRON
000001;07/03/2025;196220.00;Appartement;30;93170;1;248;RUE;DE NOISY LE SEC;BAGNOLET
000001;12/03/2025;217500.00;Maison;43;93320;2;14;ALL;JUST ADOLPHE LECLERC;LES PAVILLONS-SOUS-BOIS
000001;12/03/2025;217500.00;Maison;44;93320;2;14;ALL;JUST ADOLPHE LECLERC;LES PAVILLONS-SOUS-BOIS
000001;06/03/2025;115000.00;Appartement;23;93310;1;30;RUE;LOUIS BLANC;LE PRE-SAINT-GERVAIS
000001;21/03/2025;130000.00;Appartement;46;93270;2;43;AV;BERLIOZ;SEVRAN
000001;20/03/2025;245000.00;Appartement;47;93200;2;33;RUE;DE LA BOULANGERIE;SAINT-DENIS
000001;28/02/2025;99500.00;Appartement;40;93190;1;3;RUE;DE LA PAIX;LIVRY-GARGAN
000001;21/03/2025;277500.00;Maison;76;93600;5;55;AV;JEAN JAURES;AULNAY SOUS BOIS
000001;20/03/2025;120000.00;Appartement;33;93700;1;233;RUE;ANATOLE FRANCE;DRANCY
000001;03/03/2025;156500.00;Appartement;62;93360;3;33;RUE;RASPAIL;NEUILLY-PLAISANCE
000001;20/03/2025;65000.00;Appartement;27;93800;1;10;RUE;DUMAS;EPINAY SUR SEINE
000001;07/03/2025;180000.00;Appartement;81;93380;4;2;PL;JEAN D ALEMBERT;SAINT-DENIS
000001;28/02/2025;332000.00;Appartement;84;93500;4;35;RUE;PIERRE BROSSOLETTE;PANTIN
000001;06/03/2025;751500.00;Appartement;118;93400;3;11;RUE;DE L HERMET;SAINT-OUEN-SUR-SEINE
000001;07/03/2025;143000.00;Appartement;53;93320;2;7;ALL;DE ROCROY;LES PAVILLONS-SOUS-BOIS
000001;17/03/2025;1300000.00;Maison;42;93300;3;26;RUE;SAINT DENIS;AUBERVILLIERS
000001;17/03/2025;1300000.00;Maison;42;93300;3;26;RUE;SAINT DENIS;AUBERVILLIERS
000001;05/03/2025;200000.00;Appartement;76;93120;4;46;BD;PASTEUR;LA COURNEUVE
000001;04/03/2025;290000.00;Maison;39;93160;3;3;AV;DE BOURGOGNE;NOISY-LE-GRAND
000001;28/02/2025;89900.00;Appartement;30;93200;2;90;AV;P VAILLANT COUTURIER;SAINT-DENIS
000001;14/03/2025;165000.00;Appartement;26;93500;1;7;RUE;ROUGET DE LISLE;PANTIN
000001;20/03/2025;139000.00;Appartement;37;93250;2;16;BD;D AULNAY;VILLEMOMBLE
000001;20/03/2025;65001.00;Appartement;28;93800;1;146;AV;JEAN JAURES;EPINAY SUR SEINE
000001;14/03/2025;140000.00;Appartement;68;93220;4;3;RUE;LEON BLUM;GAGNY
000001;21/03/2025;315000.00;Maison;72;93600;2;21;ALL;LAMORICIERE;AULNAY SOUS BOIS
000001;28/02/2025;246340.00;Appartement;41;93160;2;9;RUE;DU BUISSON;NOISY-LE-GRAND
000001;18/03/2025;300000.00;Maison;150;93270;4;31;ALL;D ALENCON;SEVRAN
000001;21/03/2025;676000.00;Appartement;36;93400;1;46;RUE;EUGENE LUMEAU;SAINT-OUEN-SUR-SEINE
000001;21/03/2025;676000.00;Appartement;30;93400;1;46;RUE;EUGENE LUMEAU;SAINT-OUEN-SUR-SEINE
000001;21/03/2025;676000.00;Appartement;106;93400;3;46;RUE;EUGENE LUMEAU;SAINT-OUEN-SUR-SEINE
000001;20/03/2025;150000.00;Appartement;66;93320;3;4;ALL;SEVERINE;LES PAVILLONS-SOUS-BOIS
000001;20/03/2025;298500.00;Appartement;87;93440;4;4;RUE;EVA CHASTAGNOL;DUGNY
000001;21/03/2025;409000.00;Appartement;81;93230;4;18;RUE;DES MARES;ROMAINVILLE
000001;17/03/2025;266020.00;Maison;84;93150;3;16;RUE;DES MASCOTTES;LE BLANC-MESNIL
000001;17/03/2025;302500.00;Maison;60;93700;4;51;RUE;PEGOUD;DRANCY
000001;17/03/2025;220000.00;Appartement;63;93130;3;29;RUE;DE LA RENARDIERE;NOISY-LE-SEC
000001;19/02/2025;70000.00;Appartement;26;93380;1;99;AV;LENINE PIERREFITTE-SUR-SEI;SAINT-DENIS
000001;18/03/2025;101000.00;Appartement;27;93200;1;40;RUE;AUGUSTE POULLAIN;SAINT-DENIS
000001;21/02/2025;517000.00;Appartement;86;93200;5;33;RUE;VOLTA;SAINT-DENIS
000001;15/03/2025;458000.00;Maison;112;93360;5;12;AV;DANIEL PERDRIGE;NEUILLY-PLAISANCE
000001;04/03/2025;405900.00;Appartement;49;93100;3;60;RUE;DE LAGNY;MONTREUIL
000001;19/03/2025;180000.00;Appartement;51;93340;3;20;ALL;DES HETRES;LE RAINCY
000001;04/03/2025;299000.00;Appartement;62;93230;3;28;RUE;SAINT GERMAIN;ROMAINVILLE
000001;20/03/2025;120000.00;Appartement;27;93400;1;16;RUE;MARTIN LEVASSEUR;SAINT-OUEN-SUR-SEINE
000001;06/03/2025;320000.00;Appartement;68;93100;4;22;AV;PAUL SIGNAC;MONTREUIL
000001;19/03/2025;260000.00;Maison;74;93200;4;6;RUE;GERMAIN NOUVEAU;SAINT-DENIS
000001;25/03/2025;200000.00;Appartement;63;93210;3;69;RUE;DU LANDY;SAINT-DENIS
000001;24/03/2025;255000.00;Appartement;60;93600;2;5;AV;DE LA REPUBLIQUE;AULNAY SOUS BOIS
000001;18/03/2025;377000.00;Appartement;59;93400;3;29;RUE;KLEBER;SAINT-OUEN-SUR-SEINE
000001;19/03/2025;213010.00;Appartement;83;93100;4;27;RUE;GEORGES MELIES;MONTREUIL
000001;11/03/2025;438000.00;Appartement;116;93100;4;232;RUE;DE PARIS;MONTREUIL
000001;19/03/2025;225000.00;Appartement;43;93220;2;51;AV;JEAN JAURES;GAGNY
000001;19/03/2025;225000.00;Appartement;81;93220;3;51;AV;JEAN JAURES;GAGNY
000001;11/03/2025;330000.00;Appartement;70;93100;3;232;RUE;DE PARIS;MONTREUIL
000002;11/03/2025;330000.00;Appartement;70;93100;3;232;RUE;DE PARIS;MONTREUIL
000001;13/03/2025;202000.00;Maison;67;93250;4;8;RUE;CIRCULAIRE H JOUSSEAUME;VILLEMOMBLE
000001;04/03/2025;387000.00;Appartement;60;93500;3;56;RUE;VICTOR HUGO;PANTIN
000001;07/03/2025;200000.00;Appartement;27;93400;1;10;RUE;EMILE ZOLA;SAINT-OUEN-SUR-SEINE
000001;25/02/2025;400000.00;Appartement;79;93160;4;5;RUE;DU ROSSIGNOL;NOISY-LE-GRAND
000001;14/03/2025;236000.00;Appartement;64;93330;3;1;ALL;GUILLAUME APOLLINAIRE;NEUILLY-SUR-MARNE
000001;24/03/2025;145000.00;Appartement;23;93100;1;47;AV;FERDINAND BUISSON;MONTREUIL
000001;07/03/2025;328500.00;Appartement;46;93500;2;5;RUE;JACQUART;PANTIN
000001;11/03/2025;264000.00;Maison;106;93410;5;171;RUE;DU LIMOUSIN;VAUJOURS
000001;25/03/2025;261250.00;Appartement;49;93100;3;4;BD;P VAILLANT COUTURIER;MONTREUIL
000001;19/03/2025;230000.00;Maison;100;93270;5;5;PL;LALO;SEVRAN
000001;17/03/2025;137000.00;Maison;70;93470;4;23;AV;GEORGES DUBOIS;COUBRON
000001;18/03/2025;212000.00;Appartement;31;93400;2;5;RUE;DE LA GAITE;SAINT-OUEN-SUR-SEINE
000001;21/03/2025;435000.00;Maison;160;93470;6;10;RUE;HENRI CHRISTIN;COUBRON
000001;18/03/2025;205000.00;Appartement;40;93130;2;121;RUE;ANATOLE FRANCE;NOISY-LE-SEC
000001;26/03/2025;237000.00;Appartement;31;93500;2;103;AV;JEAN LOLIVE;PANTIN
000001;25/02/2025;310000.00;Maison;120;93700;6;77;RUE;FRANCOIS RUDE;DRANCY
000001;14/03/2025;261000.00;Maison;80;93190;5;9;ALL;DU GROS CHENE;LIVRY-GARGAN
000001;18/03/2025;192800.00;Appartement;70;93130;4;21;BD;GAMBETTA;NOISY-LE-SEC
000001;03/03/2025;232000.00;Appartement;68;93110;3;3;RUE;NUNGESSER ET COLI;ROSNY-SOUS-BOIS
