idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp;no_voie;type_voie;voie;commune
000001;31/03/2025;10600000.00;Maison;83;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;107;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;59;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;75;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;90;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;90;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;89;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;84;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;108;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;108;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;83;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;74;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;55;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;61;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;74;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;54;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;84;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;59;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;60;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;75;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;75;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;59;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;51;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;59;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;84;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;83;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;108;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;107;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;90;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;89;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;89;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;105;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;108;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;88;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;87;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;87;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;86;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;106;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;108;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;105;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;83;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;85;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;84;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;90;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;35;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;92;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;78;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;44;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;35;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;35;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;92;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;44;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;78;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;38;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;73;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;35;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;73;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;78;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;44;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;78;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;95;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;95;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;121;93330;6;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;79;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;80;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;79;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;86;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;89;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;86;93330;5;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;77;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;90;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;72;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;84;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;29;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;29;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;58;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;29;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;58;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;58;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;58;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;81;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;51;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;81;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;81;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;81;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;37;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;82;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;81;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;48;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;51;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;59;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;51;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;48;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;67;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;67;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;67;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;37;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;35;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;38;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;77;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;91;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Maison;84;93330;4;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;68;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;33;93330;1;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;47;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;51;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;66;93330;3;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;48;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;31/03/2025;10600000.00;Appartement;52;93330;2;10;PL;DOC M ET JP CHASSIGNEUX;NEUILLY-SUR-MARNE
000001;08/04/2025;322000.00;Maison;90;93290;5;14;RUE;CHARLES GOUNOD;TREMBLAY-EN-FRANCE
000001;10/04/2025;131838.00;Appartement;62;93420;4;9001;PARC;DE LA NOUE;VILLEPINTE
000001;24/04/2025;173000.00;Appartement;61;93220;4;11;VLA;GIOT;GAGNY
000001;15/04/2025;185000.00;Appartement;100;93160;5;7;ALL;LOUIS ARAGON;NOISY-LE-GRAND
000001;31/03/2025;367743.00;Appartement;64;93230;2;10;RUE;ALPHONSE LEYDIER;ROMAINVILLE
000001;18/04/2025;250000.00;Appartement;44;93160;2;23;RUE;LEO LAGRANGE;NOISY-LE-GRAND
000001;16/04/2025;220000.00;Appartement;97;93110;5;4;RUE;GAY LUSSAC;ROSNY-SOUS-BOIS
000001;23/04/2025;253000.00;Appartement;48;93100;2;48;RUE;DOUY DELCUPE;MONTREUIL
000001;11/04/2025;160000.00;Appartement;30;93400;2;3;RUE;LOUIS BLANC;SAINT-OUEN-SUR-SEINE
000001;28/04/2025;495000.00;Maison;114;93600;4;18;RUE;DU COL MOLL;AULNAY SOUS BOIS
000001;28/04/2025;79963.82;Appartement;56;93380;3;135;AV;LENINE PIERREFITTE-SUR-SEI;SAINT-DENIS
000001;28/04/2025;79963.82;Appartement;56;93380;3;135;AV;LENINE PIERREFITTE-SUR-SEI;SAINT-DENIS
000001;28/04/2025;79963.82;Appartement;66;93380;4;135;AV;LENINE PIERREFITTE-SUR-SEI;SAINT-DENIS
000001;31/03/2025;190000.00;Maison;65;93000;4;183;CHE;DE GROSLAY;BOBIGNY
000001;02/04/2025;285000.00;Maison;70;93700;4;25;RUE;ALBERT BEUGNET;DRANCY
000001;24/04/2025;419000.00;Appartement;81;93160;4;83;RUE;DU DOCTEUR SUREAU;NOISY-LE-GRAND
000001;23/04/2025;229462.50;Appartement;64;93380;3;6;RUE;ROBERT DESNOS PIERREFITTE;SAINT-DENIS
000001;17/04/2025;510000.00;Maison;128;93340;7;10;ALL;DE LA FONTAINE;LE RAINCY
000001;23/04/2025;150000.00;Maison;65;93800;4;9005;RUE;DE SAINT GOBAIN;EPINAY SUR SEINE
000001;04/02/2025;560000.00;Appartement;86;93100;4;4;RUE;SAIGNE;MONTREUIL
000001;28/04/2025;250000.00;Appartement;64;93440;3;2;RUE;EVA CHASTAGNOL;DUGNY
000001;31/03/2025;105000.00;Appartement;25;93190;1;21;RUE;FRANCOIS VILLON;LIVRY-GARGAN
000001;07/04/2025;250000.00;Maison;122;93430;6;15;AV;JEAN JAURES;VILLETANEUSE
000001;23/04/2025;325000.00;Maison;87;93320;4;15;ALL;GABRIEL;LES PAVILLONS-SOUS-BOIS
000001;28/04/2025;177500.00;Appartement;70;93290;3;133;AV;GILBERT BERGER;TREMBLAY-EN-FRANCE
