idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp
000001;19/07/2024;226000.00;Appartement;30;93200;1
000001;09/07/2024;454000.00;Appartement;69;93200;4
000001;08/07/2024;222085.16;Appartement;30;93200;1
000001;01/08/2024;503400.00;Appartement;85;93400;4
000001;01/08/2024;185000.00;Appartement;83;93160;4
000001;24/07/2024;210000.00;Maison;82;93420;4
000001;28/06/2024;102000.00;Appartement;18;93460;1
000001;06/08/2024;160000.00;Appartement;33;93500;2
000001;30/07/2024;160000.00;Appartement;30;93160;1
000001;31/07/2024;157000.00;Appartement;62;93320;3
000001;26/07/2024;300000.00;Appartement;82;93160;4
000001;30/07/2024;185000.00;Appartement;70;93160;3
000001;25/07/2024;218476.00;Appartement;65;93160;3
000002;24/07/2024;105000.00;Appartement;77;93270;4
000001;08/07/2024;400000.00;Appartement;137;93100;5
000001;26/07/2024;125000.00;Appartement;39;93160;1
000001;29/07/2024;325000.00;Maison;110;93700;4
000001;23/07/2024;434000.00;Maison;132;93160;6
000001;18/07/2024;160000.00;Appartement;71;93420;3
000001;08/07/2024;237000.00;Appartement;65;93110;3
000001;26/07/2024;188500.00;Appartement;56;93160;3
000001;02/08/2024;375000.00;Maison;143;93290;9
000001;29/07/2024;78000.00;Appartement;23;93300;1
000001;29/07/2024;208000.00;Appartement;101;93160;4
000001;11/07/2024;471000.00;Appartement;68;93400;3
000001;01/08/2024;515000.00;Maison;95;93400;5
000001;31/07/2024;155700.00;Appartement;66;93420;3
000001;25/07/2024;131000.00;Appartement;25;93600;1
000001;16/07/2024;115000.00;Appartement;31;93200;2
000001;25/07/2024;310000.00;Appartement;84;93160;4
000001;23/07/2024;176000.00;Appartement;66;93240;3
000001;30/07/2024;242800.00;Appartement;77;93200;4
000001;17/07/2024;291000.00;Maison;75;93420;5
000001;31/07/2024;159000.00;Appartement;56;93160;2
000001;31/07/2024;270000.00;Maison;110;93270;4
000001;23/07/2024;550000.00;Appartement;220;93300;8
000001;24/07/2024;130000.00;Appartement;39;93210;2
000001;19/07/2024;184000.00;Appartement;68;93110;3
000001;02/08/2024;588000.00;Appartement;73;93500;4
000001;22/07/2024;470800.00;Appartement;62;93400;3
000001;17/07/2024;268300.00;Appartement;67;93200;3
000001;26/07/2024;190000.00;Appartement;57;93370;3
000001;03/07/2024;140000.00;Appartement;21;93340;1
000001;16/07/2024;235180.00;Appartement;46;93450;2
000001;01/08/2024;175000.00;Appartement;39;93350;2
000001;24/07/2024;172500.00;Appartement;33;93340;2
000001;24/07/2024;172500.00;Appartement;33;93340;2
000001;31/07/2024;153410.00;Appartement;66;93420;3
000001;12/07/2024;180000.00;Appartement;38;93110;2
000001;31/07/2024;328000.00;Appartement;88;93150;4
000001;26/07/2024;315000.00;Maison;109;93700;6
000001;01/08/2024;173000.00;Appartement;72;93800;3
000001;12/07/2024;563990.00;Maison;103;93250;6
000001;12/07/2024;563990.00;Maison;14;93250;1
000001;16/07/2024;290000.00;Appartement;62;93000;4
000001;02/08/2024;335000.00;Maison;57;93700;3
000001;16/07/2024;425000.00;Appartement;63;93260;4
000001;25/07/2024;42000.00;Appartement;14;93450;1
000001;05/08/2024;148600.00;Maison;48;93200;3
000001;30/07/2024;278950.00;Appartement;70;93000;4
000001;30/05/2024;130000.00;Appartement;90;93390;5
000001;29/07/2024;145000.00;Appartement;90;93600;4
000001;16/07/2024;276000.00;Appartement;50;93170;2
000001;30/07/2024;306794.00;Appartement;44;93100;3
000001;30/07/2024;562200.00;Maison;200;93370;6
000001;31/07/2024;117000.00;Appartement;58;93410;2
000001;30/07/2024;151000.00;Appartement;75;93390;3
000001;25/03/2024;259500.00;Appartement;49;93310;2
000001;12/07/2024;625000.00;Appartement;95;93100;3
000001;02/08/2024;229500.00;Appartement;61;93330;3
000002;09/07/2024;952020.00;Appartement;80;93170;4
000002;09/07/2024;952020.00;Appartement;124;93170;6
000001;12/07/2024;168500.00;Appartement;63;93190;3
000001;01/08/2024;218000.00;Appartement;56;93330;3
000001;31/07/2024;122000.00;Appartement;32;93110;1
000001;01/08/2024;350000.00;Maison;54;93330;3
000001;31/07/2024;190000.00;Maison;65;93130;3
000001;01/08/2024;395000.00;Maison;90;93220;4
000001;05/08/2024;181500.00;Appartement;62;93130;3
000001;31/07/2024;490300.00;Maison;57;93100;3
000001;06/08/2024;210000.00;Appartement;50;93230;3
000001;26/07/2024;135120.00;Appartement;55;93350;2
000001;11/07/2024;272000.00;Maison;70;93600;3
000001;30/07/2024;220000.00;Appartement;32;93100;2
000001;04/07/2024;130000.00;Appartement;53;93000;3
000001;26/07/2024;278500.00;Maison;55;93270;3
000001;30/07/2024;265000.00;Appartement;88;93350;4
000001;25/07/2024;383000.00;Maison;81;93150;4
000001;08/08/2024;238000.00;Maison;84;93140;3
000001;31/07/2024;57500.00;Appartement;22;93200;2
000001;25/07/2024;223000.00;Appartement;63;93110;3
000001;30/07/2024;30000.00;Appartement;45;93400;3
000001;23/07/2024;214000.00;Appartement;65;93700;3
000001;31/07/2024;905000.00;Appartement;55;93130;3
000001;31/07/2024;905000.00;Appartement;42;93130;1
000001;31/07/2024;905000.00;Maison;48;93130;2
000001;31/07/2024;905000.00;Appartement;70;93130;3
000001;31/07/2024;905000.00;Appartement;54;93130;3
000001;31/07/2024;905000.00;Appartement;38;93130;1
000001;31/07/2024;905000.00;Appartement;50;93130;3
000001;31/07/2024;905000.00;Appartement;53;93130;3
000001;30/07/2024;129000.00;Appartement;27;93290;1
000001;30/07/2024;517000.00;Appartement;83;93100;4
000001;18/07/2024;64500.00;Appartement;69;93800;3
000001;16/07/2024;195000.00;Appartement;39;93230;2
000001;11/07/2024;260000.00;Maison;108;93360;5
000001;30/07/2024;300000.00;Appartement;63;93160;3
000001;23/07/2024;225000.00;Appartement;38;93400;3
000001;01/08/2024;156000.00;Appartement;45;93300;2
000001;12/07/2024;144000.00;Appartement;56;93290;2
000001;25/07/2024;220000.00;Appartement;65;93410;3
000001;07/08/2024;280100.00;Appartement;81;93130;3
000001;15/07/2024;385000.00;Maison;141;93380;6
000001;26/07/2024;254000.00;Maison;80;93000;3
000001;25/07/2024;255000.00;Appartement;56;93130;3
000001;30/07/2024;110000.00;Maison;35;93410;2
000001;01/08/2024;175000.00;Appartement;44;93700;2
000001;05/08/2024;187000.00;Appartement;55;93130;3
000001;02/08/2024;270000.00;Maison;65;93800;3
000001;02/08/2024;120000.00;Appartement;46;93330;2
000001;31/07/2024;273000.00;Maison;70;93120;4
000001;18/07/2024;215000.00;Appartement;66;93170;3
000001;12/07/2024;520000.00;Maison;100;93220;5
000001;19/07/2024;118000.00;Appartement;36;93140;2
000001;18/07/2024;205550.00;Appartement;66;93800;3
000001;25/07/2024;207000.00;Appartement;80;93220;4
000001;08/08/2024;150000.00;Maison;99;93200;3
000001;23/07/2024;238000.00;Appartement;76;93160;4
000001;25/07/2024;660000.00;Maison;67;93100;1
000001;25/07/2024;328000.00;Appartement;59;93200;3
000001;23/07/2024;310000.00;Appartement;70;93100;4
000001;22/07/2024;310600.00;Maison;69;93800;4
000001;25/07/2024;110000.00;Appartement;35;93200;1
000001;07/08/2024;214236.00;Maison;80;93300;4
000001;08/08/2024;300000.00;Appartement;74;93130;3
000001;18/07/2024;140000.00;Maison;85;93170;5
000001;22/07/2024;112000.00;Appartement;17;93160;1
000001;05/08/2024;301700.00;Appartement;82;93000;4
000001;02/08/2024;295000.00;Maison;75;93370;4
000001;06/08/2024;215000.00;Appartement;37;93400;2
000001;12/07/2024;145000.00;Appartement;75;93390;4
000001;01/08/2024;55000.00;Appartement;16;93600;1
000001;30/07/2024;75000.00;Appartement;14;93100;1
000001;19/07/2024;115000.00;Appartement;47;93130;3
000001;31/07/2024;213000.00;Maison;70;93220;3
000001;23/07/2024;92500.00;Appartement;40;93140;2
000001;22/07/2024;375000.00;Maison;106;93240;4
000001;05/08/2024;365566.00;Maison;85;93160;4
000001;15/07/2024;395000.00;Appartement;69;93100;2
000001;05/08/2024;204000.00;Appartement;67;93220;3
000001;06/08/2024;180000.00;Appartement;72;93250;2
000001;24/07/2024;610800.00;Appartement;82;93400;4
000001;07/08/2024;235000.00;Appartement;38;93220;2
000001;17/07/2024;350000.00;Maison;133;93200;5
000001;12/07/2024;310000.00;Maison;125;93270;6
000001;18/07/2024;720000.00;Maison;165;93160;7
000001;25/07/2024;105000.00;Appartement;29;93380;2
000001;08/08/2024;170000.00;Appartement;24;93260;1
000001;17/07/2024;425000.00;Maison;117;93250;5
000001;01/08/2024;317000.00;Appartement;69;93160;3
000001;29/07/2024;208000.00;Appartement;39;93160;2
000001;02/08/2024;245000.00;Appartement;69;93160;3
000001;23/07/2024;185000.00;Appartement;69;93600;3
000001;26/03/2024;55000.00;Appartement;40;93120;2
000001;20/02/2024;155000.00;Appartement;60;93140;3
000001;11/07/2024;194000.00;Maison;66;93240;2
000001;26/07/2024;90000.00;Appartement;38;93200;2
000001;05/08/2024;426700.00;Maison;105;93600;5
000001;16/07/2024;160000.00;Appartement;66;93120;4
000001;23/04/2024;127000.00;Appartement;30;93500;1
000001;19/03/2024;43000.00;Appartement;23;93240;1
000001;02/08/2024;181000.00;Appartement;68;93700;4
000001;31/07/2024;370000.00;Maison;88;93190;4
000001;12/08/2024;404900.00;Maison;105;93800;5
000001;22/07/2024;77000.00;Appartement;17;93110;1
000001;16/07/2024;173000.00;Appartement;43;93140;2
000001;08/08/2024;260000.00;Appartement;65;93250;3
000001;05/08/2024;158000.00;Appartement;54;93700;2
000001;09/08/2024;158000.00;Appartement;39;93150;2
000001;08/08/2024;110000.00;Appartement;52;93240;2
000001;05/08/2024;245000.00;Maison;45;93150;3
000001;06/08/2024;385000.00;Maison;108;93150;6
000001;06/08/2024;293000.00;Appartement;66;93110;3
000001;29/07/2024;224000.00;Appartement;75;93160;3
000001;25/07/2024;185000.00;Appartement;45;93150;2
000001;19/07/2024;159000.00;Maison;30;93240;2
000001;12/08/2024;175000.00;Appartement;56;93160;2
000001;09/08/2024;610000.00;Appartement;107;93160;5
000001;31/07/2024;280000.00;Appartement;52;93100;3
000001;25/07/2024;135000.00;Appartement;45;93800;3
000001;24/07/2024;206500.00;Appartement;82;93220;4
000001;17/07/2024;440000.00;Appartement;60;93500;3
000001;15/07/2024;250000.00;Maison;110;93380;4
000001;08/08/2024;225000.00;Maison;70;93270;4
000001;08/08/2024;265000.00;Maison;73;93600;4
000001;09/08/2024;245300.00;Maison;70;93600;4
000001;09/08/2024;703000.00;Maison;180;93160;6
000001;09/08/2024;703000.00;Maison;180;93160;6
000001;07/08/2024;165000.00;Maison;63;93150;3
000001;09/08/2024;485000.00;Maison;78;93160;4
000001;01/08/2024;128400.00;Appartement;24;93340;1
000001;31/07/2024;570000.00;Appartement;120;93100;4
000001;25/07/2024;556000.00;Maison;75;93190;4
000001;26/07/2024;185000.00;Appartement;67;93470;3
000001;30/07/2024;171650.00;Appartement;32;93100;2
000001;01/08/2024;169700.00;Appartement;36;93200;2
000001;25/07/2024;372000.00;Maison;85;93220;4
000001;11/07/2024;336000.00;Maison;44;93100;2
000001;31/07/2024;340500.00;Maison;195;93360;6
000001;17/07/2024;247000.00;Appartement;48;93500;1
000001;08/08/2024;247000.00;Appartement;62;93150;3
000001;01/08/2024;235000.00;Appartement;49;93100;3
000001;22/07/2024;260000.00;Appartement;77;93700;4
000001;08/08/2024;240000.00;Appartement;40;93360;2
000001;05/08/2024;230000.00;Maison;98;93420;5
000001;19/07/2024;255000.00;Maison;45;93100;2
000001;01/08/2024;230000.00;Maison;80;93000;2
000001;01/08/2024;234624.00;Appartement;67;93100;3
000001;07/08/2024;145000.00;Appartement;47;93300;2
000001;08/08/2024;470000.00;Maison;89;93230;4
000001;01/08/2024;192000.00;Maison;94;93270;5
000001;08/08/2024;405000.00;Maison;137;93460;5
000001;23/07/2024;240000.00;Maison;100;93220;4
000001;31/07/2024;322000.00;Appartement;72;93250;4
000001;26/07/2024;295000.00;Appartement;68;93230;3
000001;30/07/2024;330000.00;Maison;69;93330;4
000001;25/07/2024;445000.00;Maison;165;93360;5
000001;08/07/2024;296684.00;Maison;95;93230;5
000001;01/08/2024;130000.00;Appartement;28;93250;1
000001;01/08/2024;120800.00;Appartement;29;93320;2
000001;19/03/2024;140000.00;Appartement;62;93100;4
000001;07/08/2024;333700.00;Maison;102;93100;4
000001;30/07/2024;575000.00;Maison;50;93250;3
000001;30/07/2024;575000.00;Maison;93;93250;5
000001;02/08/2024;2479172.20;Maison;100;93440;4
000001;02/08/2024;2479172.20;Maison;100;93440;4
000001;02/08/2024;2479172.20;Maison;97;93440;4
000001;02/08/2024;2479172.20;Maison;98;93440;4
000001;02/08/2024;2479172.20;Appartement;124;93440;5
000001;02/08/2024;2479172.20;Appartement;93;93440;4
000001;02/08/2024;2479172.20;Appartement;112;93440;5
000001;02/08/2024;158500.00;Appartement;49;93100;3
000001;08/08/2024;87500.00;Appartement;12;93100;1
000001;12/08/2024;220000.00;Appartement;44;93100;2
000001;23/01/2024;155000.00;Appartement;62;93110;3
000001;31/07/2024;285900.00;Appartement;60;93100;4
000001;22/07/2024;185000.00;Appartement;36;93500;2
000001;12/03/2024;230000.00;Maison;83;93160;5
000001;31/07/2024;810000.00;Appartement;98;93100;4
000001;26/07/2024;255000.00;Appartement;34;93100;1
000001;25/07/2024;320000.00;Appartement;55;93340;3
000001;26/07/2024;754750.00;Maison;140;93340;6
000001;31/07/2024;332000.00;Maison;84;93220;4
000001;26/07/2024;415000.00;Appartement;77;93100;3
000001;09/08/2024;235000.00;Appartement;70;93200;3
000001;02/08/2024;214000.00;Appartement;33;93100;1
000001;23/07/2024;165000.00;Appartement;32;93100;1
000001;22/07/2024;300000.00;Appartement;75;93100;2
000001;24/07/2024;188000.00;Appartement;39;93100;1
000001;07/08/2024;279000.00;Maison;71;93700;4
000001;03/08/2024;212000.00;Appartement;59;93410;3
000001;14/08/2024;250000.00;Maison;95;93420;5
000001;07/08/2024;185000.00;Maison;82;93140;4
000001;06/08/2024;175000.00;Maison;60;93140;3
000001;14/08/2024;260000.00;Maison;82;93420;4
000001;30/07/2024;340000.00;Appartement;59;93100;3
000001;24/07/2024;365000.00;Appartement;159;93340;8
000001;12/08/2024;145800.00;Appartement;58;93110;2
000001;14/08/2024;92500.00;Appartement;50;93420;3
000001;25/07/2024;269000.00;Maison;78;93190;4
000001;02/08/2024;113200.00;Appartement;28;93500;2
000001;08/08/2024;165000.00;Appartement;49;93420;2
000001;06/08/2024;334000.00;Maison;177;93190;4
000001;05/08/2024;135000.00;Appartement;28;93190;1
000001;05/08/2024;135000.00;Appartement;28;93190;1
000001;16/07/2024;125000.00;Appartement;18;93100;1
000001;19/07/2024;85000.00;Appartement;51;93390;3
000001;14/08/2024;285000.00;Maison;72;93150;4
000001;09/08/2024;206100.00;Appartement;70;93500;4
000001;31/07/2024;700000.00;Maison;58;93600;3
000001;13/08/2024;230000.00;Maison;64;93290;4
000001;09/08/2024;140000.00;Appartement;76;93120;3
000001;26/07/2024;335000.00;Maison;158;93240;5
000001;31/07/2024;500000.00;Maison;22;93600;1
000001;31/07/2024;190000.00;Maison;65;93420;4
000001;09/08/2024;230000.00;Appartement;60;93200;3
000001;31/07/2024;634000.00;Maison;56;93600;3
000001;30/07/2024;282150.00;Appartement;36;93100;2
000001;31/07/2024;500000.00;Maison;65;93600;3
000001;02/08/2024;534900.00;Maison;81;93100;4
000001;06/08/2024;173000.00;Appartement;18;93100;1
000001;02/08/2024;117000.00;Appartement;30;93360;2
000001;25/07/2024;96503.00;Appartement;60;93420;4
000001;31/07/2024;600000.00;Maison;120;93600;4
000001;29/07/2024;132000.00;Appartement;36;93200;2
000001;26/07/2024;260000.00;Maison;86;93250;5
000001;13/08/2024;114100.00;Appartement;27;93320;1
000001;13/08/2024;193000.00;Appartement;63;93380;3
000001;31/07/2024;640000.00;Maison;71;93600;4
000001;15/07/2024;225000.00;Appartement;63;93110;3
000001;02/08/2024;255000.00;Maison;70;93190;4
000001;13/08/2024;315000.00;Appartement;84;93160;4
000001;20/08/2024;160000.00;Appartement;33;93230;2
000001;30/07/2024;302000.00;Maison;56;93800;3
000001;26/07/2024;150000.00;Appartement;61;93110;4
000001;05/07/2024;140000.00;Appartement;45;93220;2
000001;07/08/2024;154500.00;Appartement;30;93100;2
000001;12/08/2024;416000.00;Appartement;60;93100;3
000001;13/08/2024;650000.00;Maison;88;93100;4
000001;14/08/2024;282000.00;Maison;83;93440;5
000001;31/07/2024;300000.00;Maison;91;93380;4
000001;01/08/2024;380000.00;Maison;90;93800;5
000001;29/07/2024;150000.00;Appartement;49;93380;2
000001;09/08/2024;400000.00;Appartement;63;93230;3
000001;14/08/2024;205000.00;Appartement;56;93100;2
000001;12/08/2024;150000.00;Maison;78;93700;5
000001;26/07/2024;384000.00;Maison;73;93600;3
000001;02/08/2024;235000.00;Maison;18;93200;1
000001;01/08/2024;220000.00;Appartement;71;93330;3
000001;14/08/2024;175000.00;Appartement;62;93120;3
000001;31/07/2024;170000.00;Appartement;23;93300;1
000001;08/08/2024;124107.00;Appartement;60;93420;4
000001;13/08/2024;290000.00;Maison;42;93350;2
000001;09/08/2024;800000.00;Maison;215;93370;7
000001;09/08/2024;800000.00;Maison;215;93370;7
000001;02/08/2024;233400.00;Maison;71;93220;3
000001;29/07/2024;150000.00;Appartement;57;93220;3
000001;12/07/2024;348800.00;Appartement;60;93340;3
000001;02/08/2024;239200.00;Appartement;42;93300;2
000001;30/07/2024;350000.00;Appartement;75;93230;4
000001;27/02/2024;81000.00;Appartement;72;93600;4
000001;19/03/2024;440000.00;Appartement;98;93310;4
000001;17/08/2024;255000.00;Maison;68;93220;4
000001;05/07/2024;277200.00;Maison;89;93700;3
000001;09/08/2024;224000.00;Maison;73;93420;4
000001;01/08/2024;240000.00;Appartement;45;93420;2
000001;02/08/2024;185000.00;Appartement;50;93360;2
000001;26/07/2024;267000.00;Appartement;64;93110;3
000001;19/08/2024;287450.00;Maison;72;93330;4
000001;20/08/2024;381000.00;Appartement;77;93200;4
000001;22/07/2024;150000.00;Appartement;62;93200;4
000001;25/07/2024;316700.00;Appartement;62;93200;3
000001;31/07/2024;122642.00;Appartement;42;93340;2
000001;08/08/2024;235000.00;Appartement;43;93400;2
000001;02/08/2024;166000.00;Appartement;36;93600;2
000001;02/08/2024;350000.00;Maison;90;93460;4
000001;29/07/2024;200466.00;Appartement;25;93100;1
000001;08/08/2024;273200.00;Appartement;47;93170;2
000001;21/06/2024;200000.00;Appartement;39;93300;3
000001;21/06/2024;200000.00;Appartement;23;93300;1
000001;18/06/2024;400000.00;Maison;159;93320;4
000001;01/08/2024;75000.00;Appartement;35;93500;1
000001;23/08/2024;205000.00;Appartement;42;93160;2
000001;25/07/2024;144000.00;Appartement;61;93800;3
000001;02/08/2024;78000.00;Appartement;22;93110;1
000001;26/07/2024;235000.00;Appartement;83;93250;4
000001;26/07/2024;173000.00;Appartement;44;93340;2
000001;08/08/2024;146000.00;Maison;81;93370;4
000001;13/08/2024;513290.00;Maison;85;93460;3
000001;13/08/2024;513290.00;Maison;85;93460;3
000001;13/08/2024;372000.00;Maison;85;93160;4
000001;20/08/2024;395000.00;Appartement;54;93310;3
000001;29/07/2024;131500.00;Appartement;40;93700;2
000001;08/08/2024;163000.00;Appartement;29;93290;2
000001;28/06/2024;130000.00;Appartement;135;93400;1
000001;30/07/2024;145000.00;Appartement;28;93260;1
000001;01/08/2024;399000.00;Maison;125;93370;4
000001;07/08/2024;142550.00;Appartement;87;93390;4
000001;31/07/2024;220000.00;Appartement;53;93170;2
000001;26/07/2024;600000.00;Maison;109;93230;6
000001;19/08/2024;369000.00;Appartement;70;93230;3
000001;23/07/2024;134000.00;Appartement;63;93800;3
000001;14/08/2024;64000.00;Appartement;18;93200;1
000001;25/07/2024;307400.00;Maison;97;93470;4
000001;07/08/2024;183000.00;Appartement;20;93100;2
000001;25/07/2024;119000.00;Appartement;51;93190;3
000001;06/08/2024;315000.00;Appartement;50;93260;3
000001;24/07/2024;350000.00;Appartement;87;93340;4
000001;13/08/2024;370550.00;Maison;128;93160;7
000001;31/07/2024;270000.00;Appartement;61;93200;3
000001;21/08/2024;335100.00;Maison;73;93600;4
000001;01/08/2024;158000.00;Appartement;70;93200;3
000001;29/07/2024;95000.00;Appartement;44;93800;3
000001;20/08/2024;113500.00;Appartement;56;93140;3
000001;22/08/2024;280000.00;Maison;56;93800;3
000001;20/08/2024;148000.00;Appartement;53;93000;3
000001;23/08/2024;87500.00;Appartement;54;93100;3
000001;26/07/2024;310000.00;Maison;99;93420;4
000001;30/07/2024;350000.00;Maison;104;93600;5
000001;23/08/2024;250000.00;Maison;48;93130;3
000001;07/08/2024;200000.00;Maison;40;93220;3
000001;02/08/2024;141400.00;Appartement;26;93200;2
000001;02/08/2024;462500.00;Appartement;83;93170;4
000001;22/08/2024;345000.00;Maison;172;93420;6
000001;23/08/2024;475000.00;Appartement;68;93600;4
000001;23/08/2024;475000.00;Appartement;70;93600;3
000001;31/07/2024;558000.00;Appartement;35;93360;2
000001;01/08/2024;145000.00;Appartement;70;93190;4
000001;21/08/2024;568460.00;Appartement;73;93260;4
000001;22/08/2024;135000.00;Appartement;41;93260;3
000001;13/08/2024;241039.48;Appartement;69;93100;4
000001;13/08/2024;130000.00;Appartement;32;93200;2
000001;31/07/2024;209900.00;Appartement;46;93170;2
000001;08/08/2024;175000.00;Appartement;74;93330;4
000001;21/08/2024;255950.00;Appartement;72;93600;3
000001;31/07/2024;413000.00;Appartement;75;93450;4
000001;22/08/2024;90000.00;Appartement;51;93390;3
000001;01/08/2024;300000.00;Maison;60;93100;3
000001;26/07/2024;295000.00;Appartement;85;93230;4
000001;31/07/2024;276000.00;Maison;82;93190;5
000001;13/08/2024;106092.00;Appartement;28;93240;1
000001;02/08/2024;150000.00;Appartement;55;93120;2
000001;07/08/2024;740000.00;Maison;88;93100;2
000001;06/08/2024;260000.00;Appartement;54;93310;2
000001;06/08/2024;280000.00;Maison;66;93320;2
000001;31/07/2024;270000.00;Maison;57;93320;3
000001;20/08/2024;290550.00;Appartement;60;93500;3
000001;21/08/2024;767000.00;Maison;79;93100;6
000001;21/08/2024;567390.00;Maison;144;93130;6
000001;23/08/2024;361000.00;Maison;170;93190;4
000001;02/08/2024;122000.00;Appartement;44;93130;3
000001;02/08/2024;79000.00;Appartement;17;93300;1
000001;02/08/2024;180000.00;Appartement;63;93240;2
000001;02/08/2024;245000.00;Appartement;62;93150;3
000001;29/07/2024;178000.00;Appartement;72;93800;4
000001;26/08/2024;715000.00;Appartement;106;93400;5
000001;30/07/2024;314000.00;Appartement;69;93220;3
000001;09/08/2024;225000.00;Appartement;30;93300;2
000001;09/08/2024;225000.00;Appartement;31;93300;2
000001;07/08/2024;105000.00;Appartement;60;93390;4
000001;27/08/2024;462820.00;Appartement;85;93230;4
000001;31/07/2024;215557.00;Appartement;59;93130;3
000001;06/08/2024;115000.00;Appartement;28;93300;2
000001;30/07/2024;270000.00;Appartement;83;93250;4
000001;26/08/2024;396500.00;Maison;127;93290;4
000001;30/07/2024;115000.00;Appartement;64;93140;3
000001;02/08/2024;150000.00;Appartement;39;93320;2
000001;19/08/2024;326000.00;Appartement;69;93220;3
000001;06/08/2024;346000.00;Appartement;60;93170;3
000001;26/08/2024;495000.00;Maison;68;93320;3
000001;26/08/2024;272000.00;Appartement;64;93130;3
000001;19/08/2024;178000.00;Appartement;27;93220;1
000001;09/08/2024;257000.00;Appartement;75;93120;4
000001;20/08/2024;250000.00;Maison;74;93290;4
000001;09/08/2024;161000.00;Appartement;38;93300;2
000001;19/08/2024;264500.00;Appartement;58;93160;3
000001;19/08/2024;154950.00;Appartement;52;93410;3
000001;01/08/2024;305000.00;Appartement;43;93100;2
000001;02/08/2024;236000.00;Appartement;40;93400;3
000001;26/03/2024;340000.00;Maison;25;93120;2
000001;01/08/2024;225000.00;Maison;85;93150;3
000001;31/07/2024;345000.00;Maison;62;93140;3
000002;01/08/2024;785000.00;Appartement;35;93400;2
000002;01/08/2024;785000.00;Appartement;35;93400;2
000001;09/08/2024;127000.00;Appartement;34;93320;1
000001;31/07/2024;205000.00;Appartement;91;93290;5
000001;22/08/2024;262380.00;Appartement;33;93260;2
000001;02/08/2024;271000.00;Maison;76;93220;4
000001;20/08/2024;105000.00;Appartement;35;93380;1
000001;31/07/2024;575000.00;Appartement;36;93600;2
000001;31/07/2024;575000.00;Appartement;26;93600;1
000001;31/07/2024;575000.00;Appartement;20;93600;1
000001;24/07/2024;720000.00;Appartement;18;93100;1
000001;24/07/2024;720000.00;Appartement;51;93100;3
000001;24/07/2024;720000.00;Appartement;57;93100;3
000001;24/07/2024;720000.00;Appartement;57;93100;3
000001;24/07/2024;720000.00;Appartement;57;93100;3
000001;24/07/2024;720000.00;Appartement;28;93100;1
000001;31/07/2024;950000.00;Appartement;116;93400;4
000001;21/08/2024;250000.00;Appartement;36;93400;2
000001;02/08/2024;350000.00;Maison;120;93220;5
000001;26/08/2024;216173.22;Appartement;62;93130;3
000001;31/07/2024;80000.00;Appartement;20;93400;1
000001;06/08/2024;109250.00;Appartement;19;93100;1
000001;30/07/2024;568900.00;Maison;129;93100;4
000001;02/08/2024;350000.00;Appartement;58;93260;3
000001;02/08/2024;242700.00;Appartement;78;93120;4
000001;08/08/2024;355000.00;Maison;39;93700;2
000001;14/08/2024;214000.00;Appartement;78;93110;4
000001;31/07/2024;158000.00;Appartement;88;93600;4
000001;31/07/2024;96000.00;Appartement;27;93000;1
000001;08/08/2024;151000.00;Appartement;59;93290;3
000001;09/08/2024;127000.00;Appartement;25;93230;2
000001;27/08/2024;720000.00;Maison;95;93260;5
000001;06/08/2024;192700.00;Appartement;72;93110;5
000001;06/08/2024;192700.00;Appartement;52;93110;3
000001;20/08/2024;288000.00;Maison;85;93600;5
000001;27/08/2024;295000.00;Appartement;59;93230;2
000001;27/08/2024;266600.56;Appartement;34;93440;1
000001;21/08/2024;215000.00;Appartement;38;93100;1
000001;23/08/2024;513800.00;Appartement;79;93260;4
000001;22/08/2024;366000.00;Appartement;60;93450;3
000001;23/08/2024;361717.00;Appartement;82;93440;4
000001;23/08/2024;361717.00;Appartement;81;93440;4
000001;27/08/2024;394000.00;Maison;73;93100;4
000001;26/08/2024;315000.00;Appartement;89;93100;4
000001;22/08/2024;204300.00;Appartement;33;93310;2
000001;23/08/2024;742000.00;Maison;145;93340;7
000001;27/08/2024;585050.00;Maison;63;93340;3
000001;23/08/2024;147000.00;Appartement;33;93700;2
000001;20/08/2024;271650.00;Appartement;72;93200;3
000001;06/08/2024;170000.00;Appartement;40;93230;2
000001;21/08/2024;155000.00;Appartement;54;93320;3
000001;26/08/2024;765000.00;Maison;120;93100;6
000001;30/07/2024;270000.00;Appartement;40;93300;2
000001;29/08/2024;460000.00;Appartement;67;93400;3
000001;29/08/2024;317874.40;Appartement;81;93300;4
000001;20/08/2024;103000.00;Appartement;18;93230;1
000001;28/08/2024;400000.00;Maison;110;93360;5
000001;27/08/2024;215000.00;Appartement;37;93400;3
000001;29/08/2024;182000.00;Appartement;62;93360;3
000001;01/08/2024;140800.00;Appartement;42;93300;2
000001;26/08/2024;259600.00;Appartement;41;93250;2
000001;26/08/2024;240000.00;Maison;54;93600;3
000001;27/08/2024;102300.00;Appartement;66;93380;4
000001;27/08/2024;238201.00;Appartement;62;93100;3
000001;22/08/2024;208706.00;Appartement;73;93800;4
000001;28/08/2024;322850.00;Appartement;65;93310;2
000001;13/08/2024;165000.00;Appartement;86;93150;4
000001;22/08/2024;270000.00;Maison;73;93110;4
000001;31/07/2024;385000.00;Maison;103;93160;6
000001;28/08/2024;243000.00;Appartement;77;93150;4
