idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;29;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;69;93170;3
000010;07/03/2024;4014423.00;Appartement;79;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;43;93170;2
000010;07/03/2024;4014423.00;Appartement;75;93170;4
000010;07/03/2024;4014423.00;Appartement;75;93170;4
000010;07/03/2024;4014423.00;Appartement;92;93170;5
000010;07/03/2024;4014423.00;Appartement;66;93170;4
000010;07/03/2024;4014423.00;Appartement;55;93170;2
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;52;93170;2
000010;07/03/2024;4014423.00;Appartement;66;93170;4
000010;07/03/2024;4014423.00;Appartement;55;93170;2
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;52;93170;2
000010;07/03/2024;4014423.00;Appartement;57;93170;3
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;80;93170;4
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;58;93170;2
000010;07/03/2024;4014423.00;Appartement;38;93170;1
000010;07/03/2024;4014423.00;Appartement;47;93170;2
000010;07/03/2024;4014423.00;Appartement;58;93170;2
000010;07/03/2024;4014423.00;Appartement;50;93170;2
000010;07/03/2024;4014423.00;Appartement;31;93170;1
000010;07/03/2024;4014423.00;Appartement;47;93170;2
000010;07/03/2024;4014423.00;Appartement;50;93170;2
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;50;93170;2
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;50;93170;2
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;55;93170;2
000010;07/03/2024;4014423.00;Appartement;66;93170;4
000010;07/03/2024;4014423.00;Appartement;52;93170;2
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;55;93170;2
000010;07/03/2024;4014423.00;Appartement;66;93170;4
000010;07/03/2024;4014423.00;Appartement;59;93170;3
000010;07/03/2024;4014423.00;Appartement;56;93170;3
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;72;93170;4
000010;07/03/2024;4014423.00;Appartement;56;93170;3
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;68;93170;4
000010;07/03/2024;4014423.00;Appartement;72;93170;4
000010;07/03/2024;4014423.00;Appartement;56;93170;3
000010;07/03/2024;4014423.00;Appartement;57;93170;3
000010;07/03/2024;4014423.00;Appartement;52;93170;2
000010;07/03/2024;4014423.00;Appartement;58;93170;3
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;56;93170;3
000010;07/03/2024;4014423.00;Appartement;65;93170;3
000010;07/03/2024;4014423.00;Appartement;58;93170;3
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;56;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;89;93170;5
000010;07/03/2024;4014423.00;Appartement;62;93170;3
000010;07/03/2024;4014423.00;Appartement;76;93170;4
000010;07/03/2024;4014423.00;Appartement;80;93170;4
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;49;93170;2
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;26;93170;1
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;59;93170;3
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;70;93170;4
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;70;93170;4
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;70;93170;4
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;70;93170;4
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;60;93170;3
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;93;93170;5
000010;07/03/2024;4014423.00;Appartement;44;93170;2
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;64;93170;3
000010;07/03/2024;4014423.00;Appartement;90;93170;5
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;77;93170;4
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;48;93170;2
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;71;93170;3
000010;07/03/2024;4014423.00;Appartement;45;93170;2
000010;07/03/2024;4014423.00;Appartement;81;93170;4
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000010;07/03/2024;4014423.00;Appartement;51;93170;2
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;67;93170;3
000010;07/03/2024;4014423.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;73;93170;4
000011;07/03/2024;8481479.00;Appartement;58;93170;3
000011;07/03/2024;8481479.00;Appartement;73;93170;4
000011;07/03/2024;8481479.00;Appartement;58;93170;3
000011;07/03/2024;8481479.00;Appartement;73;93170;4
000011;07/03/2024;8481479.00;Appartement;58;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;42;93170;2
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;93;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;93;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;93;93170;5
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;76;93170;4
000011;07/03/2024;8481479.00;Appartement;42;93170;2
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;42;93170;2
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;93;93170;5
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;95;93170;5
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;93;93170;5
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;76;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;77;93170;4
000011;07/03/2024;8481479.00;Appartement;65;93170;3
000011;07/03/2024;8481479.00;Appartement;78;93170;4
000011;07/03/2024;8481479.00;Appartement;66;93170;3
000011;07/03/2024;8481479.00;Appartement;42;93170;2
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;76;93170;4
000011;07/03/2024;8481479.00;Appartement;42;93170;2
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;62;93170;3
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;75;93170;4
000011;07/03/2024;8481479.00;Appartement;62;93170;3
